ambito,ambito_id,provincia,categoria,puesto,agrupacion_id,agrupacion,votos_pct,mesas_pct,foto,ts_iso
PROVINCIA,10,JUJUY,DIPUTADOS,2,91,FRENTE PRIMERO JUJUY AVANZA,26.74,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,10,JUJUY,DIPUTADOS,3,95,TRANSFORMACIÓN LIBERTARIA,8.28,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,10,JUJUY,DIPUTADOS,4,92,FRENTE FUERZA PATRIA,6.69,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,10,JUJUY,DIPUTADOS,5,94,ALIANZA LA LIBERTAD AVANZA,6.61,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,10,JUJUY,DIPUTADOS,6,90,FRENTE JUJUY CRECE,6.60,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,10,JUJUY,DIPUTADOS,7,93,FRENTE LIBERAL,6.35,71.42,default.png,2025-10-23T20:43:20Z
PROVINCIA,11,LA PAMPA,DIPUTADOS,1,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,38.75,70.92,default.png,2025-10-23T20:43:20Z
PROVINCIA,11,LA PAMPA,DIPUTADOS,2,99,MOVIMIENTO AL SOCIALISMO,27.76,70.92,default.png,2025-10-23T20:43:20Z
PROVINCIA,11,LA PAMPA,DIPUTADOS,3,98,CAMBIA LA PAMPA,11.25,70.92,default.png,2025-10-23T20:43:20Z
PROVINCIA,11,LA PAMPA,DIPUTADOS,4,6,ALIANZA LA LIBERTAD AVANZA,11.15,70.92,default.png,2025-10-23T20:43:20Z
PROVINCIA,11,LA PAMPA,DIPUTADOS,5,96,FRENTE DEFENDEMOS LA PAMPA,11.07,70.92,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,1,102,LAS FUERZAS DEL CENTRO,38.60,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,2,104,REPUBLICANOS UNIDOS,26.73,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,3,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,8.86,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,4,101,PROVINCIAS UNIDAS,6.57,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,5,100,FEDERALES DEFENDAMOS LA RIOJA,6.55,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,6,103,LA LIBERTAD AVANZA,6.33,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,12,LA RIOJA,DIPUTADOS,7,335,UNIÓN CÍVICA RADICAL,6.33,71.40,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,1,278,FRENTE VERDE,38.72,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,2,279,PROTECTORA FUERZA POLÍTICA,26.76,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,3,99,MOVIMIENTO AL SOCIALISMO,15.80,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,4,282,ALIANZA LA LIBERTAD AVANZA,5.05,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,5,281,ALIANZA DEFENDAMOS MENDOZA - PROVINCIAS UNIDAS,3.45,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,6,277,FUERZA JUSTICIALISTA MENDOZA,3.42,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,7,9,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3.41,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,13,MENDOZA,DIPUTADOS,8,280,FRENTE LIBERTARIO DEMÓCRATA,3.34,72.56,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,1,113,FRENTE POPULAR AGRARIO Y SOCIAL,40.97,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,2,111,"POR LA VIDA Y LOS VALORES, POR UN NUEVO OCTUBRE",26.74,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,3,335,UNIÓN CÍVICA RADICAL,3.72,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,4,71,PARTIDO DEL OBRERO,3.61,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,5,337,PARTIDO DE LA CONCERTACIÓN FORJA,3.60,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,6,110,ALIANZA LA LIBERTAD AVANZA,3.59,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,7,65,FUERZA PATRIA,3.56,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,8,106,PARTIDO FE,3.56,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,9,107,RENOVADOR DE LA CONCORDIA NEO,3.55,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,10,112,ACTIVAR,3.55,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,14,MISIONES,DIPUTADOS,11,108,PARTIDO LIBERTARIO,3.48,72.75,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,1,249,DESARROLLO CIUDADANO,38.72,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,2,117,MÁS POR NEUQUÉN,26.75,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,3,16,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR,6.73,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,4,99,MOVIMIENTO AL SOCIALISMO,4.69,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,5,81,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,4.67,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,6,115,FUERZA PATRIA,4.67,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,7,118,LA NEUQUINIDAD,4.62,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,8,114,FUERZA LIBERTARIA,4.55,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,15,NEUQUEN,DIPUTADOS,9,83,LA LIBERTAD AVANZA,4.55,74.18,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,1,123,MOVIMIENTO AL SOCIALISMO - MAS,40.27,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,2,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,26.77,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,3,342,JUNTOS DEFENDEMOS RÍO NEGRO,6.72,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,4,120,FUERZA PATRIA,6.62,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,5,21,ALIANZA LA LIBERTAD AVANZA,6.61,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,6,341,PRIMERO RÍO NEGRO,6.50,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,16,RIO NEGRO,DIPUTADOS,7,119,PRO - PROPUESTA REPUBLICANA,6.48,72.77,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,1,285,PARTIDO RENACER,38.72,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,2,323,POLÍTICA OBRERA,26.76,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,3,105,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,6.56,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,4,83,LA LIBERTAD AVANZA,4.71,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,5,99,MOVIMIENTO AL SOCIALISMO,4.68,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,6,284,PARTIDO DE LA VICTORIA,4.66,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,7,283,PRIMERO LOS SALTEÑOS,4.63,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,8,335,UNIÓN CÍVICA RADICAL,4.62,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,17,SALTA,DIPUTADOS,9,120,FUERZA PATRIA,4.59,64.08,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,1,125,CRUZADA RENOVADORA,38.69,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,2,81,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,26.74,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,3,131,LA LIBERTAD AVANZA,6.60,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,4,347,EVOLUCIÓN LIBERAL,4.76,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,5,127,FUERZA SAN JUAN,4.69,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,6,126,HACEMOS,4.63,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,7,130,IDEAS DE LA LIBERTAD,4.63,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,8,129,POR SAN JUAN,4.61,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,18,SAN JUAN,DIPUTADOS,9,124,PARTIDO LIBERTARIO,4.58,71.06,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,1,99,MOVIMIENTO AL SOCIALISMO,38.72,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,2,31,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,26.75,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,3,94,ALIANZA LA LIBERTAD AVANZA,9.81,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,4,140,PROVINCIAS UNIDAS,8.38,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,5,287,FRENTE JUSTICIALISTA,8.22,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,19,SAN LUIS,DIPUTADOS,6,286,FRENTE PUEBLO,8.08,66.29,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,1,134,PROYECTO ALTERNATIVO,38.57,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,2,135,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,26.69,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,3,99,MOVIMIENTO AL SOCIALISMO,7.20,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,4,83,LA LIBERTAD AVANZA,5.56,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,5,119,PRO - PROPUESTA REPUBLICANA,5.55,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,6,132,FUERZA SANTACRUCEÑA,5.51,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,7,350,COALICIÓN CÍVICA - ARI,5.44,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,20,SANTA CRUZ,DIPUTADOS,8,136,POR SANTA CRUZ,5.44,72.01,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,1,376,IGUALDAD Y PARTICIPACIÓN,35.69,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,2,145,MOVIMIENTO INDEPENDIENTE RENOVADOR,25.35,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,3,142,NUEVAS IDEAS,17.20,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,4,99,MOVIMIENTO AL SOCIALISMO,4.75,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,5,140,PROVINCIAS UNIDAS,1.45,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,6,143,DEFENDAMOS SANTA FE,1.43,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,7,83,LA LIBERTAD AVANZA,1.43,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,8,137,PARTIDO AUTONOMISTA,1.43,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,9,106,PARTIDO FE,1.42,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,10,146,COMPROMISO FEDERAL,1.41,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,11,144,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1.40,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,12,323,POLÍTICA OBRERA,1.40,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,13,35,FUERZA PATRIA,1.40,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,14,139,REPUBLICANOS UNIDOS,1.39,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,15,147,FRENTE AMPLIO POR LA SOBERANIA,1.39,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,21,SANTA FE,DIPUTADOS,16,316,COALICIÓN CÍVICA - A.R.I.,1.38,72.59,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,1,158,UNITE POR LA LIBERTAD Y LA DIGNIDAD,38.54,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,2,272,NUEVA IZQUIERDA,26.59,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,3,83,LA LIBERTAD AVANZA,9.26,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,4,150,FRENTE FUERZA PATRIA PERONISTA,6.43,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,5,156,DESPIERTA SANTIAGO,6.43,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,6,355,FRENTE CÍVICO POR SANTIAGO,6.38,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,22,SANTIAGO DEL ESTERO,DIPUTADOS,7,289,HACEMOS POR SANTIAGO,6.32,72.00,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,1,11,FRENTE PATRIOTA FEDERAL,38.77,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,2,99,MOVIMIENTO AL SOCIALISMO,26.67,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,3,247,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,7.08,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,4,21,ALIANZA LA LIBERTAD AVANZA,5.66,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,5,245,PARTIDO FRENTE GRANDE,5.65,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,6,244,PROVINCIAS UNIDAS,5.58,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,7,120,FUERZA PATRIA,5.45,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,24,TIERRA DEL FUEGO,DIPUTADOS,8,246,DEFENDAMOS TIERRA DEL FUEGO,5.09,72.84,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,1,349,POLÍTICA PARA LA CLASE OBRERA,38.69,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,2,237,FRENTE TUCUMÁN PRIMERO,26.73,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,3,243,CREO,6.43,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,4,242,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,4.73,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,5,348,UNIDOS POR TUCUMÁN,4.72,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,6,239,FUERZA REPUBLICANA,4.71,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,7,241,DEL TRABAJO Y DEL PUEBLO,4.71,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,8,238,FRENTE DEL PUEBLO UNIDO,4.61,72.45,default.png,2025-10-23T20:43:20Z
PROVINCIA,23,TUCUMAN,DIPUTADOS,9,94,ALIANZA LA LIBERTAD AVANZA,4.59,72.45,default.png,2025-10-23T20:43:20Z
